llm_action,llm_product,llm_quantity
remove,bread,15
remove,water,14
add,juice,7
add,packs of quinoa,5
,,0
add,fries,8
remove,strawberries,20
add,packs of tissues,17
add,rice,14
,,0
add,gelato,18
add,litter,15
add,spaghetti,12
remove,milk,9
,,0
add,watermelon,18
,,0
,,0
,,0
add,toothpaste,11
add,oranges,15
remove,packs of bread,6
,,0
add,spinach,13
add,conditioner,6
,,0
remove,detergent,9
remove,garlic,17
,,0
add,granola,3
add,salmon,10
,,0
,,0
add,spinach,12
,,0
,,0
add,packs of toothpaste,9
remove,sugar,10
